accession	source_database	name	taxId	scientificName	length	entry_accession	entry_protein_locations
A0A094ES87	unreviewed	Probable endonuclease LCL3	1420912	Pseudogymnoascus sp. VKM F-103	972	PF00565	123..231,290..396,434..544,602..707	
A0A094F6P0	unreviewed	Probable endonuclease LCL3	1420911	Pseudogymnoascus sp. VKM F-4517 (FW-2822)	279	PF00565	127..236	
A0A094FGQ6	unreviewed	Probable endonuclease LCL3	1420910	Pseudogymnoascus sp. VKM F-4516 (FW-969)	279	PF00565	127..236	
A0A094FJ04	unreviewed	Probable endonuclease LCL3	1420913	Pseudogymnoascus sp. VKM F-4518 (FW-2643)	279	PF00565	127..236	
A0A094FJ23	unreviewed	Probable endonuclease LCL3	1420913	Pseudogymnoascus sp. VKM F-4518 (FW-2643)	881	PF00565	32..140,199..305,343..453,511..616	
A0A094G0W8	unreviewed	Probable endonuclease LCL3	1420911	Pseudogymnoascus sp. VKM F-4517 (FW-2822)	969	PF00565	120..228,287..393,431..541,599..704	
A0A094H5Z3	unreviewed	Probable endonuclease LCL3	1420915	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	279	PF00565	127..236	
A0A094H8P1	unreviewed	Probable endonuclease LCL3	1420915	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	971	PF00565	122..230,289..395,433..543,601..706	
A0A094HBJ1	unreviewed	Probable endonuclease LCL3	1420914	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	972	PF00565	123..231,290..396,434..544,602..707	
A0A094K0Q7	unreviewed	Probable endonuclease LCL3	1420914	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	279	PF00565	127..236	
A0A095A041	unreviewed	Nuclease domain-containing protein 1	6185	Schistosoma haematobium	718	PF00565	49..136,153..278	
A0A095BZU6	unreviewed	Nuclease domain-containing protein 1	294750	Cryptococcus gattii serotype B (strain R265)	945	PF00565	415..525,585..689	
A0A096N5R0	unreviewed	Staphylococcal nuclease domain-containing protein	9555	Papio anubis	879	PF00565	51..166,220..327,368..495,553..659,816..863	
A0A096PAL0	unreviewed	Ribonuclease	70448	Ostreococcus tauri	915	PF00565	38..147,231..326,370..489,551..651	
A0A096S9C5	unreviewed	Ribonuclease	4577	Zea mays	901	PF00565	40..148,271..362,409..554,614..712	
A0A099P750	unreviewed	Probable endonuclease LCL3	4909	Pichia kudriavzevii	227	PF00565	97..207	
A0A099P8S8	unreviewed	Uncharacterized protein	4909	Pichia kudriavzevii	860	PF00565	33..133,183..289,333..441,515..601	
A0A0A0LRJ8	unreviewed	Ribonuclease	3659	Cucumis sativus	988	PF00565	44..152,273..367,413..553,617..714,862..967	
A0A0A0V6U1	unreviewed	Tudor domain-containing protein	1112478	Scytodes thoracica	163	PF00565	95..149	
A0A0A1P3Q5	unreviewed	Transcription factor	58291	Rhizopus microsporus	882	PF00565	34..142,199..307,362..464,524..628,765..866	
A0A0A1T8W8	unreviewed	Probable endonuclease LCL3	1531966	[Torrubiella] hemipterigena	261	PF00565	130..239	
A0A0A1TDJ3	unreviewed	Probable endonuclease LCL3	1531966	[Torrubiella] hemipterigena	882	PF00565	197..303,340..450,508..613	
A0A0A1U6T7	unreviewed	TNase-like domain-containing protein	370355	Entamoeba invadens IP1	894	PF00565	56..161,237..322,810..857	
A0A0A1U722	unreviewed	TNase-like domain-containing protein	370355	Entamoeba invadens IP1	419	PF00565	318..377	
A0A0A1UA68	unreviewed	TNase-like domain-containing protein	370355	Entamoeba invadens IP1	972	PF00565	130..235,293..397,871..930	
A0A0A1UAC1	unreviewed	TNase-like domain-containing protein	370355	Entamoeba invadens IP1	274	PF00565	130..235	
A0A0A1UW54	unreviewed	Probable endonuclease LCL3	568076	Metarhizium robertsii	885	PF00565	32..141,198..304,341..451,509..614	
A0A0A1V0F7	unreviewed	Probable endonuclease LCL3	568076	Metarhizium robertsii	265	PF00565	132..241	
A0A0A1WIC5	unreviewed	Staphylococcal nuclease domain-containing protein	28588	Zeugodacus cucurbitae	928	PF00565	56..167,226..333,402..500,561..674	
A0A0A2J6J9	unreviewed	Probable endonuclease LCL3	27334	Penicillium expansum	1044	PF00565	356..465,502..613,670..775,940..1037	
A0A0A2KEK2	unreviewed	Probable endonuclease LCL3	40296	Penicillium italicum	1067	PF00565	912..1029	
A0A0A2KF13	unreviewed	Probable endonuclease LCL3	27334	Penicillium expansum	817	PF00565	662..779	
A0A0A2L571	unreviewed	Probable endonuclease LCL3	40296	Penicillium italicum	1044	PF00565	356..465,502..613,670..775,940..1037	
A0A0A2VQQ5	unreviewed	Probable endonuclease LCL3	1245745	Beauveria bassiana D1-5	884	PF00565	32..141,198..304,341..451,510..614	
A0A0A2VR73	unreviewed	Probable endonuclease LCL3	1245745	Beauveria bassiana D1-5	260	PF00565	129..238	
A0A0A8L7P8	unreviewed	Probable endonuclease LCL3	1427455	Kluyveromyces dobzhanskii CBS 2104	270	PF00565	146..256	
A0A0A8YV16	unreviewed	TNase-like domain-containing protein	35708	Arundo donax	378	PF00565	259..353	
A0A0A9D665	unreviewed	TNase-like domain-containing protein	35708	Arundo donax	101	PF00565	2..82	
A0A0A9DA86	unreviewed	TNase-like domain-containing protein	35708	Arundo donax	102	PF00565	26..80	
A0A0A9JUA0	unreviewed	TNase-like domain-containing protein	35708	Arundo donax	196	PF00565	1..35	
A0A0A9XU00	unreviewed	Staphylococcal nuclease domain-containing protein	30085	Lygus hesperus	893	PF00565	43..160,215..326,387..488,567..642,808..877	
A0A0A9Z1D2	unreviewed	TNase-like domain-containing protein	30085	Lygus hesperus	234	PF00565	141..199	
A0A0B0DKF8	unreviewed	Probable endonuclease LCL3	5141	Neurospora crassa	504	PF00565	313..427	
A0A0B0DUU8	unreviewed	Probable endonuclease LCL3	5141	Neurospora crassa	880	PF00565	31..138,197..303,342..452,510..615	
A0A0B0MJU0	unreviewed	Ribonuclease	29729	Gossypium arboreum	994	PF00565	43..151,273..365,618..716,866..970	
A0A0B0MWV4	unreviewed	Ribonuclease	29729	Gossypium arboreum	978	PF00565	43..151,275..366,603..701,849..952	
A0A0B0N1C7	unreviewed	TNase-like domain-containing protein	29729	Gossypium arboreum	377	PF00565	207..301	
A0A0B0N420	unreviewed	Ribonuclease	29729	Gossypium arboreum	958	PF00565	43..151,275..366,583..681,829..932	
A0A0B0N583	unreviewed	Ribonuclease	29729	Gossypium arboreum	997	PF00565	43..152,273..366,617..715,865..969	
A0A0B0NTD8	unreviewed	TNase-like domain-containing protein	29729	Gossypium arboreum	236	PF00565	123..217	
A0A0B0NTZ5	unreviewed	TNase-like domain-containing protein	29729	Gossypium arboreum	364	PF00565	251..345	
A0A0B0NW66	unreviewed	TNase-like domain-containing protein	29729	Gossypium arboreum	323	PF00565	224..305	
A0A0B0NXT8	unreviewed	Uncharacterized protein 38	29729	Gossypium arboreum	321	PF00565	209..303	
A0A0B0NYE5	unreviewed	TNase-like domain-containing protein	29729	Gossypium arboreum	353	PF00565	240..334	
A0A0B1P1Z0	unreviewed	Probable endonuclease LCL3	52586	Uncinula necator	877	PF00565	199..306,343..453,511..615	
A0A0B1PHD5	unreviewed	Probable endonuclease LCL3	52586	Uncinula necator	257	PF00565	126..234	
A0A0B1TBU4	unreviewed	Staphylococcal nuclease domain-containing protein 1	61180	Oesophagostomum dentatum	858	PF00565	53..171,226..330,371..492,553..667	
A0A0B2Q747	unreviewed	Ribonuclease	3848	Glycine soja	991	PF00565	43..151,267..365,412..556,618..716,861..969	
A0A0B2VIN8	unreviewed	Staphylococcal nuclease domain-containing protein	6265	Toxocara canis	886	PF00565	44..158,216..320,359..482,544..657	
A0A0B2WR32	unreviewed	Probable endonuclease LCL3	1081103	Metarhizium album (strain ARSEF 1941)	264	PF00565	132..241	
A0A0B2X413	unreviewed	Probable endonuclease LCL3	1081103	Metarhizium album (strain ARSEF 1941)	885	PF00565	33..141,198..304,341..451,509..614	
A0A0B4EU47	unreviewed	Probable endonuclease LCL3	1276135	Metarhizium anisopliae (strain ARSEF 549)	885	PF00565	32..141,198..304,341..451,509..614	
A0A0B4FL30	unreviewed	Probable endonuclease LCL3	1276135	Metarhizium anisopliae (strain ARSEF 549)	265	PF00565	132..241	
A0A0B4HPM1	unreviewed	Probable endonuclease LCL3	1276143	Metarhizium majus (strain ARSEF 297)	885	PF00565	32..141,198..304,341..451,509..614	
A0A0B4I8U9	unreviewed	Probable endonuclease LCL3	1276136	Metarhizium guizhouense (strain ARSEF 977)	885	PF00565	32..141,198..304,341..451,509..614	
A0A0B4I9E4	unreviewed	Probable endonuclease LCL3	1276136	Metarhizium guizhouense (strain ARSEF 977)	265	PF00565	132..241	
A0A0B4IEF3	unreviewed	Probable endonuclease LCL3	1276143	Metarhizium majus (strain ARSEF 297)	265	PF00565	132..241	
A0A0B6ZVN1	unreviewed	Staphylococcal nuclease domain-containing protein	1028688	Arion vulgaris	899	PF00565	39..155,213..321,360..485,544..651	
A0A0B7FTF3	unreviewed	Staphylococcal nuclease domain-containing protein 1	1108050	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14)	894	PF00565	19..125,192..316,361..471,531..637	
A0A0B7FXR4	unreviewed	TNase-like domain-containing protein	1108050	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14)	249	PF00565	107..222	
A0A0B7JWA6	unreviewed	Probable endonuclease LCL3	29856	Bionectria ochroleuca	301	PF00565	169..278	
A0A0B7K2V5	unreviewed	Probable endonuclease LCL3	29856	Bionectria ochroleuca	886	PF00565	32..141,198..304,342..452,510..614	
A0A0B7NPG5	unreviewed	TNase-like domain-containing protein	35722	Parasitella parasitica	247	PF00565	129..225	
A0A0B7NSC6	unreviewed	Endonuclease LCL3	35722	Parasitella parasitica	886	PF00565	34..143,200..312,368..470,530..635	
A0A0C2ETB4	unreviewed	Probable endonuclease LCL3	1398154	Sporothrix brasiliensis 5110	398	PF00565	146..256	
A0A0C2H7E2	unreviewed	Staphylococcal nuclease domain-containing protein	51022	Ancylostoma duodenale	909	PF00565	52..165,220..324,365..486,547..661,809..900	
A0A0C2IX88	unreviewed	Probable endonuclease LCL3	1398154	Sporothrix brasiliensis 5110	884	PF00565	197..302,339..449,507..613	
A0A0C2S8W6	unreviewed	TNase-like domain-containing protein	946122	Amanita muscaria (strain Koide BX008)	268	PF00565	99..218	
A0A0C2XBR7	unreviewed	Transcription factor	946122	Amanita muscaria (strain Koide BX008)	932	PF00565	58..164,222..345,393..502,563..667	
A0A0C2YEY2	unreviewed	TNase-like domain-containing protein	686832	Hebeloma cylindrosporum h7	292	PF00565	130..245	
A0A0C3AJ59	unreviewed	Transcription factor	933852	Serendipita vermifera MAFF 305830	846	PF00565	7..103,314..424,484..589	
A0A0C3AZ18	unreviewed	TNase-like domain-containing protein	933852	Serendipita vermifera MAFF 305830	267	PF00565	133..244	
A0A0C3B435	unreviewed	Transcription factor	933852	Serendipita vermifera MAFF 305830	932	PF00565	59..169,227..349,400..510,570..675	
A0A0C3BTJ6	unreviewed	TNase-like domain-containing protein	765440	Piloderma croceum (strain F 1598)	192	PF00565	72..178	
A0A0C3C9E1	unreviewed	Transcription factor	686832	Hebeloma cylindrosporum h7	913	PF00565	40..146,204..327,377..486,547..652	
A0A0C3D9L3	unreviewed	Probable endonuclease LCL3	913774	Oidiodendron maius (strain Zn)	959	PF00565	279..387,424..534,592..696	
A0A0C3DZY6	unreviewed	TNase-like domain-containing protein	1036808	Scleroderma citrinum Foug A	246	PF00565	101..218	
A0A0C3E8Z4	unreviewed	Transcription factor	1036808	Scleroderma citrinum Foug A	903	PF00565	35..141,199..322,372..481,542..646	
A0A0C3F4T9	unreviewed	Transcription factor	765440	Piloderma croceum (strain F 1598)	865	PF00565	7..98,156..279,331..440,501..607	
A0A0C3HR40	unreviewed	Probable endonuclease LCL3	913774	Oidiodendron maius (strain Zn)	262	PF00565	127..236	
A0A0C3L9E0	unreviewed	TNase-like domain-containing protein	1051891	Tulasnella calospora MUT 4182	279	PF00565	119..235	
A0A0C3PAU2	unreviewed	Transcription factor	745531	Phlebiopsis gigantea (strain 11061_1 CR5-6)	900	PF00565	32..138,196..319,367..477,538..644	
A0A0C3PDM3	unreviewed	TNase-like domain-containing protein	870435	Pisolithus tinctorius Marx 270	209	PF00565	69..186	
A0A0C3PKE0	unreviewed	TNase-like domain-containing protein	745531	Phlebiopsis gigantea (strain 11061_1 CR5-6)	266	PF00565	118..233	
A0A0C3QJ84	unreviewed	TNase-like domain-containing protein	1051891	Tulasnella calospora MUT 4182	514	PF00565	2..126,177..287,347..456	
A0A0C3SA63	unreviewed	TNase-like domain-containing protein	745531	Phlebiopsis gigantea (strain 11061_1 CR5-6)	244	PF00565	102..209	
A0A0C4DRF0	unreviewed	Probable endonuclease LCL3	644358	Magnaporthiopsis poae (strain ATCC 64411 / 73-15)	888	PF00565	32..140,198..303,341..451,509..616	
A0A0C4E1V6	unreviewed	Probable endonuclease LCL3	644358	Magnaporthiopsis poae (strain ATCC 64411 / 73-15)	264	PF00565	127..237	
A0A0C4EL67	unreviewed	Endonuclease LCL3	630390	Puccinia triticina (isolate 1-1 / race 1 (BBBD))	886	PF00565	36..156,408..518,544..635	
A0A0C7N343	unreviewed	Probable endonuclease LCL3	1245769	Lachancea lanzarotensis	267	PF00565	143..252	
A0A0C9MS71	unreviewed	Transcription factor	91626	Mucor ambiguus	887	PF00565	34..143,200..312,369..470,530..635	
A0A0C9N5K3	unreviewed	TNase-like domain-containing protein	91626	Mucor ambiguus	259	PF00565	130..240	
A0A0C9QHR0	unreviewed	Staphylococcal nuclease domain-containing protein	64838	Fopius arisanus	885	PF00565	41..153,211..312,367..471,531..640	
A0A0C9RQ39	unreviewed	Ribonuclease	56998	Wollemia nobilis	993	PF00565	39..147,270..363,616..713,865..970	
A0A0C9SW65	unreviewed	TNase-like domain-containing protein	664439	Paxillus involutus ATCC 200175	239	PF00565	73..191	
A0A0C9TQ56	unreviewed	TNase-like domain-containing protein	990650	Sphaerobolus stellatus (strain SS14)	185	PF00565	135..183	
A0A0C9VQ20	unreviewed	Transcription factor	990650	Sphaerobolus stellatus (strain SS14)	913	PF00565	37..144,202..325,374..487,546..656	
A0A0C9VRR2	unreviewed	TNase-like domain-containing protein	990650	Sphaerobolus stellatus (strain SS14)	301	PF00565	135..246	
A0A0C9W9A7	unreviewed	TNase-like domain-containing protein	994086	Hydnomerulius pinastri MD-312	229	PF00565	73..190	
A0A0C9XAZ4	unreviewed	TNase-like domain-containing protein	1095629	Laccaria amethystina LaAM-08-1	295	PF00565	133..225	
A0A0C9XVX0	unreviewed	Transcription factor	1095629	Laccaria amethystina LaAM-08-1	907	PF00565	35..141,199..322,373..482,543..649	
A0A0C9ZGQ5	unreviewed	TNase-like domain-containing protein	765257	Pisolithus microcarpus 441	225	PF00565	92..211	
A0A0D0AFH9	unreviewed	Transcription factor	930992	Suillus luteus UH-Slu-Lm8-n1	906	PF00565	35..141,199..322,374..481,542..647	
A0A0D0B129	unreviewed	TNase-like domain-containing protein	930992	Suillus luteus UH-Slu-Lm8-n1	337	PF00565	169..284	
A0A0D0B2V1	unreviewed	TNase-like domain-containing protein	944289	Collybiopsis luxurians FD-317 M1	278	PF00565	118..230	
A0A0D0DR02	unreviewed	TNase-like domain-containing protein	930991	Paxillus rubicundulus Ve08.2h10	328	PF00565	151..269	
A0A0D0E143	unreviewed	Transcription factor	930991	Paxillus rubicundulus Ve08.2h10	903	PF00565	34..139,197..320,371..480,541..646	
A0A0D0UVJ1	unreviewed	Transcription factor	1296110	Cryptococcus gattii VGII Ram5	945	PF00565	415..525,585..689	
A0A0D0VTT7	unreviewed	TNase-like domain-containing protein	1296109	Cryptococcus gattii CA1280	286	PF00565	132..242	
A0A0D0VYQ4	unreviewed	Transcription factor	1296109	Cryptococcus gattii CA1280	945	PF00565	415..525,585..689	
A0A0D0Y1M7	unreviewed	Transcription factor	1296103	Cryptococcus gattii EJB2	945	PF00565	415..525,585..689	
A0A0D0YDH4	unreviewed	TNase-like domain-containing protein	1296103	Cryptococcus gattii EJB2	286	PF00565	132..242	
A0A0D1E4M1	unreviewed	TNase-like domain-containing protein	237631	Ustilago maydis (strain 521 / FGSC 9021)	358	PF00565	179..212,240..301	
A0A0D1E559	unreviewed	Transcription factor	237631	Ustilago maydis (strain 521 / FGSC 9021)	1014	PF00565	256..389,440..550,610..716	
A0A0D1XBL8	unreviewed	Probable endonuclease LCL3	1016849	Exophiala sideris	877	PF00565	29..138,194..300,339..449,507..612,820..870	
A0A0D1XNM7	unreviewed	Probable endonuclease LCL3	212818	Exophiala mesophila	287	PF00565	151..260	
A0A0D1XPY6	unreviewed	Probable endonuclease LCL3	253628	Verruconis gallopava	890	PF00565	204..313,352..463,520..625	
A0A0D1XXT5	unreviewed	Probable endonuclease LCL3	253628	Verruconis gallopava	299	PF00565	145..255	
A0A0D1YTU4	unreviewed	Probable endonuclease LCL3	1016849	Exophiala sideris	291	PF00565	153..263	
A0A0D1YXY0	unreviewed	Probable endonuclease LCL3	91928	Exophiala spinifera	288	PF00565	152..262	
A0A0D1ZX70	unreviewed	Probable endonuclease LCL3	212818	Exophiala mesophila	880	PF00565	29..138,194..300,339..449,507..612,823..873	
A0A0D2BVL4	unreviewed	Probable endonuclease LCL3	569365	Cladophialophora immunda	283	PF00565	146..256	
A0A0D2C0I7	unreviewed	Probable endonuclease LCL3	91928	Exophiala spinifera	877	PF00565	29..138,194..300,338..448,506..611,820..870	
A0A0D2CD17	unreviewed	Probable endonuclease LCL3	215243	Exophiala oligosperma	878	PF00565	29..138,194..300,338..448,506..611,776..871	
A0A0D2CU52	unreviewed	Probable endonuclease LCL3	569365	Cladophialophora immunda	880	PF00565	29..138,193..300,339..450,507..612,824..873	
A0A0D2DSQ2	unreviewed	Probable endonuclease LCL3	1851006	Phialophora macrospora	289	PF00565	152..262	
A0A0D2EC10	unreviewed	Probable endonuclease LCL3	1442370	Cladophialophora bantiana CBS 173.52	283	PF00565	146..256	
A0A0D2EJQ9	unreviewed	Probable endonuclease LCL3	215243	Exophiala oligosperma	288	PF00565	152..262	
A0A0D2EPF6	unreviewed	Probable endonuclease LCL3	348802	Exophiala xenobiotica	877	PF00565	29..138,193..299,339..449,507..612	
A0A0D2EPX2	unreviewed	Probable endonuclease LCL3	348802	Exophiala xenobiotica	289	PF00565	152..262	
A0A0D2F4F0	unreviewed	Probable endonuclease LCL3	1442370	Cladophialophora bantiana CBS 173.52	879	PF00565	29..138,193..300,339..450,507..612,823..872	
A0A0D2GAJ7	unreviewed	Probable endonuclease LCL3	1442368	Fonsecaea pedrosoi CBS 271.37	880	PF00565	29..138,193..300,339..450,507..612,824..873	
A0A0D2GG72	unreviewed	Probable endonuclease LCL3	1851006	Phialophora macrospora	880	PF00565	29..138,193..300,339..450,507..612,823..873	
A0A0D2GXT3	unreviewed	Probable endonuclease LCL3	1442368	Fonsecaea pedrosoi CBS 271.37	283	PF00565	146..256	
A0A0D2IEL5	unreviewed	Probable endonuclease LCL3	1442369	Rhinocladiella mackenziei CBS 650.93	288	PF00565	152..262	
A0A0D2IM81	unreviewed	Probable endonuclease LCL3	1442371	Fonsecaea multimorphosa CBS 102226	880	PF00565	29..138,193..300,339..450,507..612,824..873	
A0A0D2IZH6	unreviewed	TNase-like domain-containing protein	145388	Monoraphidium neglectum	256	PF00565	113..222	
A0A0D2JL05	unreviewed	Probable endonuclease LCL3	1442369	Rhinocladiella mackenziei CBS 650.93	880	PF00565	29..138,193..300,339..449,507..612,819..873	
A0A0D2JLL1	unreviewed	TNase-like domain-containing protein	145388	Monoraphidium neglectum	315	PF00565	74..180	
A0A0D2KLH8	unreviewed	TNase-like domain-containing protein	145388	Monoraphidium neglectum	373	PF00565	39..150,207..298	
A0A0D2KQ80	unreviewed	Probable endonuclease LCL3	1442371	Fonsecaea multimorphosa CBS 102226	283	PF00565	146..256	
A0A0D2MG91	unreviewed	TNase-like domain-containing protein	945553	Hypholoma sublateritium (strain FD-334 SS-4)	253	PF00565	92..208	
